date,prefecture,rainfall,snowfall,wind_max,rainfall_max1h,wind_max_inst,wind_avg,temperature_high,temperature_low,temperature_avg,snowfall_max,humidity_avg,daylight_hr,weather_daytime,weather_nighttime
1/2/2017,Niigata-ken,2.5,0,7,1,12.4,3,11.1,4.7,7.6,0,86,0.7,rainy,crowdy
1/3/2017,Niigata-ken,0,0,7.2,0,11.7,3.8,9.6,5,7.5,0,61,2.9,crowdy,crowdy
1/4/2017,Niigata-ken,7.5,0,7.8,3.5,14.6,3.9,8.7,3.2,5.8,0,78,1.6,rainy,crowdy
1/5/2017,Niigata-ken,5.5,1,9.4,2.5,15.2,5.5,5.8,1.2,3.5,1,67,1.5,snowy,crowdy
1/6/2017,Niigata-ken,2.5,1,6.9,2.5,11.2,2.2,4.4,0.4,2.5,2,79,0,crowdy,crowdy
1/7/2017,Niigata-ken,0,0,5.2,0,8.8,2.6,8.1,1,3.5,0,78,0.4,crowdy,sunny
1/8/2017,Niigata-ken,1.5,0,8.4,1.5,12.3,3.2,9.5,1.9,5.6,0,78,3.7,crowdy,rainy
1/9/2017,Niigata-ken,6.5,0,7.6,1.5,13.2,3.4,9.2,4.1,6.2,0,87,0.4,crowdy,crowdy
1/10/2017,Niigata-ken,3.5,0,10.9,2,21.2,4.7,9.6,2.6,5.5,0,68,3.5,crowdy,crowdy
1/11/2017,Niigata-ken,0,0,9.2,0,16.6,5.6,3.2,0.8,2,0,75,0,snowy,snowy
1/12/2017,Niigata-ken,4.5,2,8.2,2,13.4,4.3,3.4,0.2,2.2,2,85,0,snowy,snowy
1/13/2017,Niigata-ken,22.5,27,5.6,6.5,12.2,2.9,3.1,-1.1,0.8,26,92,0,snowy,rainy
1/14/2017,Niigata-ken,10.5,9,9.7,3.5,19.2,5.3,1,-3.4,-1.5,34,81,0,snowy,snowy
1/15/2017,Niigata-ken,1.5,4,9,0.5,20.4,5.9,2.6,-4,-0.2,29,69,2.7,crowdy,crowdy
1/16/2017,Niigata-ken,16,6,6.7,9.5,13,3.5,5.1,-0.7,1.5,28,88,0.9,snowy,crowdy
1/17/2017,Niigata-ken,7,0,6.4,1.5,10.8,2.2,5.5,0.6,2.6,23,88,0.6,crowdy,crowdy
1/18/2017,Niigata-ken,6.5,0,8.3,3.5,14.8,2.8,7,0.9,3.6,18,81,6.2,sunny,crowdy
1/19/2017,Niigata-ken,0,0,7.8,0,13.7,4.1,7,0.7,3.8,12,62,4.1,sunny,sunny
1/20/2017,Niigata-ken,0,0,9.7,0,13.4,3.4,5.5,-0.7,2.6,8,76,4.4,crowdy,rainy
1/21/2017,Niigata-ken,4,0,8.7,1.5,16.4,3.6,6,0.9,3.1,7,84,0.4,rainy,crowdy
1/22/2017,Niigata-ken,15.5,2,9,2.5,17.4,4.2,4.4,-0.6,1.6,4,93,0,rainy,snowy
1/23/2017,Niigata-ken,5.5,11,8.5,1.5,15.4,5.5,2.4,-1.3,0.5,12,83,0.6,snowy,snowy
1/24/2017,Niigata-ken,1.5,0,9.8,0.5,18,5.3,1.6,-1.4,-0.1,12,74,4.8,sunny,crowdy
1/25/2017,Niigata-ken,0,0,7.2,0,12.7,4.5,3.9,0.2,2.3,10,66,1.6,crowdy,crowdy
1/26/2017,Niigata-ken,3,2,5.9,1,9.3,3.3,2.8,-0.5,0.9,9,98,0.6,snowy,sunny
1/27/2017,Niigata-ken,1.5,0,13.1,1.5,22.9,4.6,11.1,-1.6,3,5,73,0.6,crowdy,sunny
1/28/2017,Niigata-ken,0,0,6.6,0,13.4,2.3,4.7,-0.1,2.6,0,76,0.8,crowdy,sunny
1/29/2017,Niigata-ken,0,0,4,0,6,1.7,7.8,-1.4,3.6,0,72,5,sunny,crowdy
1/30/2017,Niigata-ken,26.5,0,9.9,5,17.4,4.4,9.4,1.4,4.5,0,90,0.6,rainy,crowdy
1/31/2017,Niigata-ken,0,0,9.3,0,15.8,4.5,4.9,0.1,2.1,0,72,2,sunny,crowdy
2/1/2017,Niigata-ken,2.5,1,9.8,1.5,18.4,4.9,6.4,-1.4,1.7,1,78,3.2,crowdy,snowy
2/2/2017,Niigata-ken,1,3,9.8,1,17.7,6.8,4.2,-2.2,0.9,4,74,0.1,snowy,snowy
2/3/2017,Niigata-ken,0,0,7.8,0,15.4,4.8,7,0.8,4.1,0,62,1.9,crowdy,crowdy
2/4/2017,Niigata-ken,0,0,6.2,0,10.4,3.4,9.8,1.9,5.7,0,61,4.3,crowdy,sunny
2/5/2017,Niigata-ken,3.5,0,5,2,8,2.6,7.6,0.5,4.3,0,72,0.1,crowdy,rainy
2/6/2017,Niigata-ken,8,0,9.3,3,16.9,5.8,7.9,2.6,5.1,0,83,0.4,rainy,crowdy
2/7/2017,Niigata-ken,0.5,1,9.9,0.5,19.6,6.2,3.2,-0.6,1.5,1,74,0.8,crowdy,crowdy
2/8/2017,Niigata-ken,0,0,7.1,0,15.2,4.2,6.6,1.2,3.1,0,69,2.5,crowdy,crowdy
2/9/2017,Niigata-ken,0,0,6.4,0,9.3,2.9,5.8,0.8,3,0,78,0,crowdy,snowy
2/10/2017,Niigata-ken,0.5,0,11.4,0.5,20.7,5.6,6,0.4,3.3,0,57,4.4,sunny,sunny
2/11/2017,Niigata-ken,7,2,11.6,3.5,19.2,6.5,5.4,-0.9,2.1,2,76,2.1,crowdy,crowdy
2/12/2017,Niigata-ken,1.5,0,10.1,0.5,18.7,5.1,6.1,1.6,3.9,0,65,1.7,crowdy,crowdy
2/13/2017,Niigata-ken,0,0,7.2,0,12.1,3.7,6.5,0.2,3.4,0,62,2.5,crowdy,sunny
2/14/2017,Niigata-ken,1,0,6,1,14.4,3.5,7.1,-0.1,3.4,0,65,4.5,crowdy,crowdy
2/15/2017,Niigata-ken,0,0,7.9,0,13.7,3.7,7.4,0.8,4.3,0,60,3.4,crowdy,sunny
2/16/2017,Niigata-ken,0,0,6,0,9.9,2.8,13.3,1.1,6.2,0,67,8.4,sunny,sunny
2/17/2017,Niigata-ken,15.5,0,9.1,5.5,16.6,3.3,10.6,1.6,5,0,73,0,rainy,crowdy
2/18/2017,Niigata-ken,0,1,6.3,0,11,4,6.2,-0.4,2.4,1,63,1.9,crowdy,crowdy
2/19/2017,Niigata-ken,0,0,7.5,0,14.2,3.6,5.4,-0.8,1.4,1,74,2.6,crowdy,crowdy
2/20/2017,Niigata-ken,26,0,10.4,4,18.8,4.9,8.7,0.4,3.9,0,86,0,rainy,crowdy
2/21/2017,Niigata-ken,3,2,11.4,2.5,20.2,6.4,4.1,-0.9,1.6,1,72,1,snowy,crowdy
2/22/2017,Niigata-ken,0,0,5.7,0,8,2.1,6.4,0.5,3.8,1,62,1.5,crowdy,crowdy
2/23/2017,Niigata-ken,16,0,10.8,3,19.2,5,11.9,3.2,6.2,0,81,0,rainy,crowdy
2/24/2017,Niigata-ken,0,0,8.1,0,16,4.8,4.5,0.3,2.4,0,61,0.5,crowdy,sunny
2/25/2017,Niigata-ken,5,5,5.5,2,8.7,3,6.9,-1,2.8,5,82,6.8,sunny,crowdy
2/26/2017,Niigata-ken,4,0,5.1,2,8.3,2.7,7.5,1.5,3.5,0,83,2,rainy,crowdy
2/27/2017,Niigata-ken,0,0,4.1,0,7.9,2.4,5.6,0.1,2.5,0,60,5.5,crowdy,sunny
2/28/2017,Niigata-ken,0,0,3.6,0,6.5,1.8,6.1,-2.1,2,0,67,10.8,sunny,sunny
3/1/2017,Niigata-ken,0,0,3.3,0,5.6,1.6,9.4,0.5,5,0,70,6.7,crowdy,crowdy
3/2/2017,Niigata-ken,0,0,5.6,0,8.1,1.9,12.6,2.3,7.2,0,70,4.6,crowdy,crowdy
3/3/2017,Niigata-ken,1,0,8.5,0.5,15.1,4.6,8.3,4.4,6.1,0,69,2,crowdy,sunny
3/4/2017,Niigata-ken,1,0,7.1,1,12.8,3.3,10.7,1.2,5.8,0,70,4.6,sunny,crowdy
3/5/2017,Niigata-ken,0,0,3,0,5.2,1.3,10.6,2.1,5.9,0,78,4.6,crowdy,crowdy
3/6/2017,Niigata-ken,0,0,8.9,0,17.5,4.1,15.1,3.1,7.4,0,69,6.9,crowdy,crowdy
3/7/2017,Niigata-ken,5.5,5,6.8,3.5,12.7,3.6,4.4,-0.2,2.3,5,65,0.2,crowdy,sunny
3/8/2017,Niigata-ken,1,1,7.4,1,13,3.4,6.1,0.3,2.5,4,76,4,crowdy,crowdy
3/9/2017,Niigata-ken,7.5,0,6.6,2,12.5,3.5,6.5,0.5,2.8,0,92,1.4,rainy,crowdy
3/10/2017,Niigata-ken,1,0,6.9,0.5,11.9,3.8,8.6,1.5,3.8,0,77,2.6,crowdy,crowdy
3/11/2017,Niigata-ken,0,0,5.1,0,9.7,2.6,8.3,2.7,5,0,57,3.4,crowdy,crowdy
3/12/2017,Niigata-ken,0,0,3.8,0,6.8,1.8,9,0.2,4.6,0,65,9.3,crowdy,crowdy
3/13/2017,Niigata-ken,0,0,8,0,11.2,4,15.5,1.1,8.4,0,57,8.7,crowdy,rainy
3/14/2017,Niigata-ken,4.5,0,4.9,2,7.6,2.9,10.4,5.1,6.9,0,80,0.1,crowdy,rainy
3/15/2017,Niigata-ken,4.5,0,4.9,1.5,9.4,2.7,6.6,2.9,4.9,0,83,0,crowdy,crowdy
3/16/2017,Niigata-ken,0.5,0,7.1,0.5,13.1,3.7,9.1,4.5,6.2,0,62,4.6,crowdy,crowdy
3/17/2017,Niigata-ken,0.5,0,8.7,0.5,16.1,3.6,10.8,3.2,7.1,0,58,8.2,sunny,sunny
3/18/2017,Niigata-ken,0,0,8,0,14.1,3.7,12.1,1.6,7.7,0,71,8,sunny,crowdy
3/19/2017,Niigata-ken,13,0,5.9,10,9.3,2.1,10.4,3.3,6.8,0,72,2.8,crowdy,sunny
3/20/2017,Niigata-ken,0,0,5.4,0,9.6,2.5,13.1,3.5,8.9,0,61,10.1,sunny,crowdy
3/21/2017,Niigata-ken,16.5,0,8.7,3.5,15.8,2.5,9.5,4.9,7.1,0,79,0,rainy,rainy
3/22/2017,Niigata-ken,0.5,0,9,0.5,15.8,4.3,11.2,5,7.5,0,58,5.5,sunny,crowdy
3/23/2017,Niigata-ken,0,0,6.2,0,10.1,3.4,10.2,2.9,6.2,0,60,6.9,sunny,crowdy
3/24/2017,Niigata-ken,0,0,8.2,0,14.5,3.9,8.7,2.1,5,0,57,4.4,crowdy,sunny
3/25/2017,Niigata-ken,0,0,3.8,0,7.1,2.3,9.6,0.9,5,0,61,6.2,sunny,sunny
3/26/2017,Niigata-ken,0,0,4.7,0,8.4,2,10.3,2.1,6.7,0,61,8.3,sunny,crowdy
3/27/2017,Niigata-ken,7.5,0,6.1,1.5,10.7,2.8,8.1,4.9,5.8,0,87,0,rainy,crowdy
3/28/2017,Niigata-ken,1.5,0,6.2,1,11.5,3,10.7,3.4,6.3,0,71,4.3,crowdy,crowdy
3/29/2017,Niigata-ken,3,0,5.8,3,10.4,3.2,11.7,2.7,7.1,0,69,9.3,sunny,sunny
3/30/2017,Niigata-ken,0,0,6.8,0,12.2,3.3,15.4,4.6,9.5,0,63,6.5,crowdy,crowdy
3/31/2017,Niigata-ken,0,0,4.9,0,8.9,2.9,8.8,5.7,7.2,0,61,0,crowdy,crowdy
4/1/2017,Niigata-ken,0,0,5.2,0,9.4,2.6,10.1,3.3,6.7,0,62,6.4,crowdy,crowdy
4/2/2017,Niigata-ken,0,0,4.2,0,7,2.3,10.7,3.2,6.7,0,61,10.6,sunny,sunny
4/3/2017,Niigata-ken,15,0,9.1,7,12.9,3.2,11.3,2.1,5.5,0,73,1.7,crowdy,crowdy
4/4/2017,Niigata-ken,0,0,5.1,0,8,2.5,14,4.5,8.7,0,77,6.9,crowdy,crowdy
4/5/2017,Niigata-ken,0,0,5.1,0,8.2,2.6,21.2,4.3,13.1,0,53,11.2,sunny,crowdy
4/6/2017,Niigata-ken,0.5,0,6.4,0.5,8.9,2.7,21.3,9.1,14.6,0,54,6.1,crowdy,rainy
4/7/2017,Niigata-ken,16,0,4.5,4,7,2.3,16.8,11.1,12.4,0,94,0.2,rainy,crowdy
4/8/2017,Niigata-ken,0,0,7.2,0,11,2.2,18,9.6,14.3,0,85,0,crowdy,crowdy
4/9/2017,Niigata-ken,2,0,5.6,1,9.4,2.7,13,6.6,9.7,0,78,0,rainy,sunny
4/10/2017,Niigata-ken,0,0,6.4,0,8.7,2.5,13.4,1.6,8.2,0,64,10.8,crowdy,sunny
4/11/2017,Niigata-ken,11,0,11.4,3.5,18.8,7.2,14.2,8.6,10.4,0,68,0.3,crowdy,rainy
4/12/2017,Niigata-ken,2,0,7.2,2,12.8,4,12.1,4.3,8.9,0,67,2,crowdy,sunny
4/13/2017,Niigata-ken,1,0,7.5,1,13.2,3.2,12.9,2.4,7.4,0,56,8,crowdy,sunny
4/14/2017,Niigata-ken,0,0,10.1,0,17.2,3.7,18.9,2.8,12.2,0,58,10.4,sunny,crowdy
4/15/2017,Niigata-ken,7,0,8.2,4.5,13.7,3.4,16.3,8.5,12.5,0,76,0.3,crowdy,sunny
4/16/2017,Niigata-ken,0,0,11.1,0,18.6,4.7,21.5,8.8,15.3,0,69,9.8,sunny,crowdy
4/17/2017,Niigata-ken,4.5,0,15.3,2,23.1,5.3,22.5,9.8,16.2,0,68,5.1,crowdy,rainy
4/18/2017,Niigata-ken,3,0,15.2,2,24.4,7.1,17.5,10,13.8,0,78,7.5,sunny,sunny
4/19/2017,Niigata-ken,3,0,13.9,2.5,28.3,6.5,15.4,8.1,10.8,0,73,4.7,crowdy,crowdy
4/20/2017,Niigata-ken,0,0,3.3,0,5.3,1.5,14.2,7.9,10.4,0,72,1.7,crowdy,crowdy
4/21/2017,Niigata-ken,0,0,6.2,0,12,2.3,20.8,9.7,13.6,0,68,5.6,crowdy,crowdy
4/22/2017,Niigata-ken,0,0,5.3,0,9.9,2.6,12.7,8.3,10.2,0,72,8.5,sunny,sunny
4/23/2017,Niigata-ken,0,0,4.5,0,8,2.4,13,7.8,10,0,64,12.1,sunny,sunny
4/24/2017,Niigata-ken,0,0,5.4,0,8.7,2.5,20.7,5.1,13.2,0,54,12.8,sunny,sunny
4/25/2017,Niigata-ken,0,0,5.9,0,8.5,2.9,23.3,10.7,17.4,0,49,10.7,crowdy,crowdy
4/26/2017,Niigata-ken,31,0,7.1,5.5,9.7,2.6,16.3,10.2,13,0,87,0,rainy,rainy
4/27/2017,Niigata-ken,1,0,6.1,3,9.9,2.7,15.1,8.3,11.5,0,68,9.5,crowdy,sunny
4/28/2017,Niigata-ken,2.5,0,6.1,1.5,10.4,2.9,17.7,7.2,13,0,55,11.3,sunny,sunny
4/29/2017,Niigata-ken,0,0,7,0,14,3.1,19.7,9.2,12.9,0,63,6.2,sunny,sunny
4/30/2017,Niigata-ken,0,0,9,0,15.4,3.7,25,8.9,16.8,0,61,12.3,sunny,crowdy
5/1/2017,Niigata-ken,0,0,4.8,0,8.2,3.1,16.4,11,13.7,0,74,5,crowdy,sunny
5/2/2017,Niigata-ken,0,0,3.6,0,6.8,2.1,17.9,8.4,13.5,0,60,11.6,sunny,sunny
5/3/2017,Niigata-ken,0,0,4.1,0,6.7,1.8,20,8,14.8,0,53,12.7,crowdy,crowdy
5/4/2017,Niigata-ken,0,0,4.4,0,7.6,2,22.7,10.9,16.4,0,62,12.4,sunny,sunny
5/5/2017,Niigata-ken,0,0,3.8,0,6.5,1.9,24,12.2,18.6,0,60,11.2,sunny,sunny
5/6/2017,Niigata-ken,9.5,0,5.1,4.5,8.3,2.5,17.6,11.8,15.1,0,86,0,rainy,crowdy
5/7/2017,Niigata-ken,0,0,7.6,0,13.7,3.9,19.2,11.6,15.2,0,57,10.7,sunny,sunny
5/8/2017,Niigata-ken,0,0,10.2,0,18.4,3.6,20.2,9.8,14.7,0,65,10.7,sunny,sunny
5/9/2017,Niigata-ken,0,0,3.6,0,5.9,1.6,18.2,8.8,14.2,0,68,5.5,crowdy,crowdy
5/10/2017,Niigata-ken,15.5,0,10.7,5.5,15.8,2.9,20.7,14,17.6,0,75,0,crowdy,rainy
5/11/2017,Niigata-ken,2.5,0,8.6,1.5,16.1,3.8,17.6,14.4,15.3,0,88,0.3,crowdy,crowdy
5/12/2017,Niigata-ken,0,0,3.5,0,5.9,1.9,23,13.4,17.9,0,82,1.2,crowdy,crowdy
5/13/2017,Niigata-ken,4.5,0,9.7,1,15.8,5.3,19.9,16.8,17.9,0,81,0,rainy,crowdy
5/14/2017,Niigata-ken,0.5,0,7.3,0.5,11.4,3.1,25.4,15.1,19.3,0,73,10,sunny,crowdy
5/15/2017,Niigata-ken,0,0,7.8,0,11.2,3.7,24.1,14.7,17.9,0,70,4.6,crowdy,sunny
5/16/2017,Niigata-ken,0,0,5.9,0,10.1,3.2,18.6,12.7,15.3,0,71,10.4,sunny,crowdy
5/17/2017,Niigata-ken,0,0,4.3,0,8.7,2.2,17.5,10.4,14.5,0,76,12.5,sunny,sunny
5/18/2017,Niigata-ken,0,0,4.6,0,7.9,1.8,18.7,12.4,15.3,0,75,10.3,sunny,sunny
5/19/2017,Niigata-ken,0,0,3.9,0,6.3,1.8,23.5,10.3,17.1,0,67,13.9,sunny,sunny
5/20/2017,Niigata-ken,0,0,5.2,0,9.9,2.5,28.2,13.5,21.1,0,50,13.1,sunny,sunny
5/21/2017,Niigata-ken,0,0,5,0,9,2,28.8,16.5,21.7,0,57,13.1,sunny,crowdy
5/22/2017,Niigata-ken,0,0,4.8,0,7.2,1.8,26.1,16.7,21.4,0,60,11.6,sunny,sunny
5/23/2017,Niigata-ken,0,0,4.9,0,8.4,2.1,27.3,17,21.1,0,67,11,sunny,crowdy
5/24/2017,Niigata-ken,0.5,0,3.5,0.5,5.7,1.7,22.4,18.2,19.7,0,78,0.1,crowdy,rainy
5/25/2017,Niigata-ken,2.5,0,5.2,1.5,8,1.7,21.7,17,18.8,0,88,1.4,crowdy,sunny
5/26/2017,Niigata-ken,16.5,0,6.9,9.5,10.4,3.8,26.5,15.7,19.8,0,77,2.8,crowdy,rainy
5/27/2017,Niigata-ken,4,0,6.9,1.5,11.7,3.7,20.7,14.2,17,0,77,3.2,crowdy,crowdy
5/28/2017,Niigata-ken,0,0,7.4,0,12.5,3.6,20.1,13.6,16.8,0,76,5,crowdy,sunny
5/29/2017,Niigata-ken,0,0,4.3,0,6.9,2.2,27.3,12.3,20.3,0,56,12.2,sunny,sunny
5/30/2017,Niigata-ken,0,0,5.1,0,10.1,2.6,28.5,17.1,22.4,0,60,9.9,crowdy,crowdy
5/31/2017,Niigata-ken,0,0,4.7,0,8.2,2.4,30.6,18.6,23.3,0,64,7.7,crowdy,crowdy
1/1/2016,osaka-fu,0,0,3.5,0,7.5,1.6,11.4,4.4,7.6,0,59,9,sunny,sunny
1/2/2016,osaka-fu,0,0,3.7,0,7.2,1.4,13,2.9,8.1,0,67,7.4,sunny,crowdy
1/3/2016,osaka-fu,0,0,3.2,0,5.7,1.3,16.3,6.8,10.9,0,71,7.5,sunny,sunny
1/4/2016,osaka-fu,0,0,3.9,0,7.7,1.7,15.3,6.3,11.2,0,73,7.4,sunny,sunny
1/5/2016,osaka-fu,0,0,3.2,0,5.4,1.4,12,6.6,10,0,66,2.1,crowdy,crowdy
1/6/2016,osaka-fu,0,0,3.5,0,5.5,1.3,13.6,7.4,9.9,0,66,2.8,crowdy,crowdy
1/7/2016,osaka-fu,0,0,3.8,0,6.7,1.7,12,6.9,8.9,0,60,2.1,crowdy,sunny
1/8/2016,osaka-fu,0,0,4.2,0,8.5,2.1,10.6,5.1,8.3,0,53,2,crowdy,crowdy
1/9/2016,osaka-fu,0,0,4.7,0,9.1,2.1,10.7,3.2,7.4,0,47,9.5,sunny,sunny
1/10/2016,osaka-fu,0,0,6.2,0,10.5,2,10.9,4.2,8.1,0,51,8.5,sunny,sunny
1/11/2016,osaka-fu,0,0,4.5,0,8.4,1.6,11.6,3.6,7.9,0,59,4.8,sunny,crowdy
1/12/2016,osaka-fu,0,0,5,0,9.1,2.4,10.3,3.5,7.2,0,61,6.4,sunny,sunny
1/13/2016,osaka-fu,1.5,0,6,1,12,1.9,9.5,2.5,5.2,0,70,3.4,sunny,sunny
1/14/2016,osaka-fu,0,0,5.3,0,10.4,2.8,10,2.3,6.3,0,52,5.9,sunny,crowdy
1/15/2016,osaka-fu,0,0,4.8,0,8.2,2.2,9.9,2.6,6.2,0,51,8.6,sunny,sunny
1/16/2016,osaka-fu,0,0,4.8,0,8.8,1.3,10.5,2.2,5.9,0,58,7.5,sunny,sunny
1/17/2016,osaka-fu,1,0,6.3,0.5,12.3,2.6,9.8,1.6,6.2,0,63,4,crowdy,rainy
1/18/2016,osaka-fu,6.5,0,7.9,2,16.1,4.3,11.3,5.1,8.5,0,75,0.2,crowdy,crowdy
1/19/2016,osaka-fu,0,0,8.2,0,18,5.2,5.5,0.8,3,0,49,4.3,sunny,sunny
1/20/2016,osaka-fu,0,0,7.3,0,15.1,3.6,7.1,0.8,3.9,0,62,1.6,sunny,sunny
1/21/2016,osaka-fu,0,0,3.8,0,7.1,1.5,8.1,1.6,4.9,0,66,4,crowdy,crowdy
1/22/2016,osaka-fu,0,0,6.4,0,10.4,2.6,9.7,2.5,5,0,66,7,sunny,crowdy
1/23/2016,osaka-fu,0,0,4.7,0,9.1,1.9,6.8,1.9,4.3,0,61,0.5,crowdy,crowdy
1/24/2016,osaka-fu,0,0,6.7,0,13.2,4,3.2,-2.4,0.1,0,35,7.2,sunny,sunny
1/25/2016,osaka-fu,0,0,5.5,0,11.5,2.7,6.3,-3.5,1.9,0,52,9.1,sunny,sunny
1/26/2016,osaka-fu,0,0,4.7,0,9.3,2,8.4,0.7,4.9,0,67,7.2,sunny,crowdy
1/27/2016,osaka-fu,0,0,5.6,0,10.5,2.5,11,5.9,8.1,0,52,7.3,sunny,sunny
1/28/2016,osaka-fu,0,0,3.4,0,5.1,1.2,12.2,2.5,8,0,64,3.4,crowdy,rainy
1/29/2016,osaka-fu,50.5,0,5.8,7.5,9.9,3.8,8.8,6.7,7.6,0,93,0,rainy,rainy
1/30/2016,osaka-fu,7,0,6.4,3,10.1,2.9,10.5,6.5,8,0,70,1.4,crowdy,crowdy
1/31/2016,osaka-fu,0,0,4.1,0,7.7,2,11.6,4.9,8.3,0,57,9.2,sunny,crowdy
2/1/2016,osaka-fu,0.5,0,3.3,0.5,5.9,1.7,9.5,5.3,7.2,0,66,1.3,crowdy,crowdy
2/2/2016,osaka-fu,0,0,5.1,0,8.5,2.4,10.1,3.7,6.1,0,61,6.1,crowdy,sunny
2/3/2016,osaka-fu,0,0,4.9,0,8.4,1.8,9.5,1.6,4.8,0,62,4.1,sunny,sunny
2/4/2016,osaka-fu,0,0,4.8,0,9,1.8,10.2,0.4,5.7,0,60,8.4,sunny,crowdy
2/5/2016,osaka-fu,0,0,3.9,0,6.9,1.7,10.9,3,6.8,0,60,9.1,sunny,sunny
2/6/2016,osaka-fu,0,0,5.5,0,9.2,1.9,10,3.1,6.2,0,58,5,crowdy,sunny
2/7/2016,osaka-fu,0,0,4.9,0,9.2,2.8,8.5,2,4.6,0,58,6.4,sunny,sunny
2/8/2016,osaka-fu,0,0,4.6,0,8.7,2.3,11.2,-0.5,5.4,0,55,10.3,sunny,crowdy
2/9/2016,osaka-fu,0,0,7.3,0,14.9,3.2,11.5,4.6,8.1,0,51,5.4,sunny,sunny
2/10/2016,osaka-fu,0,0,5.5,0,9.6,2.6,9.5,3.9,6.1,0,50,7.3,sunny,sunny
2/11/2016,osaka-fu,0,0,3.3,0,6.2,1.8,13.1,1.3,7,0,49,10.2,sunny,sunny
2/12/2016,osaka-fu,0,0,4.6,0,6.2,2.3,16.9,5.5,10.7,0,64,7,crowdy,crowdy
2/13/2016,osaka-fu,38.5,0,3.9,7,5.9,2.5,18.1,10.8,13.4,0,81,1.3,crowdy,rainy
2/14/2016,osaka-fu,14.5,0,7.2,7,16.6,3.6,20.3,10.7,15.5,0,75,3.6,crowdy,crowdy
2/15/2016,osaka-fu,0,0,5.9,0,10.6,3.3,10.8,3.8,7.1,0,58,2.4,crowdy,sunny
2/16/2016,osaka-fu,0,0,7.4,0,13.9,3.8,8.3,2.5,5.1,0,53,9.6,sunny,crowdy
2/17/2016,osaka-fu,3.5,0,6.1,3.5,12,2.7,9.6,2.7,5.7,0,62,4.9,sunny,sunny
2/18/2016,osaka-fu,0,0,5,0,8.1,1.5,11.5,0.9,6.1,0,60,10.5,sunny,sunny
2/19/2016,osaka-fu,0,0,4.6,0,9.2,1.9,14.5,3.8,9.7,0,58,8.1,sunny,crowdy
2/20/2016,osaka-fu,21,0,5.8,8.5,10.1,2.8,10,8.2,8.9,0,78,0,rainy,crowdy
2/21/2016,osaka-fu,0,0,5.6,0,10.6,3.2,11.8,4.9,8,0,56,7.1,sunny,sunny
2/22/2016,osaka-fu,0,0,2.8,0,5.5,1.3,8.8,3.1,6.5,0,51,0.8,crowdy,crowdy
2/23/2016,osaka-fu,0,0,3.7,0,6.4,1.8,9.8,6.2,8.2,0,61,1.5,crowdy,sunny
2/24/2016,osaka-fu,0,0,6.6,0,11.9,4.1,9,2.9,5.6,0,54,4.9,crowdy,crowdy
2/25/2016,osaka-fu,0,0,5.3,0,9.9,2.7,9,1.8,4.8,0,48,10.4,sunny,sunny
2/26/2016,osaka-fu,0,0,6.1,0,11.2,2.5,9.6,1.6,5.3,0,54,8.2,sunny,sunny
2/27/2016,osaka-fu,0,0,5.9,0,10.4,2.2,13.9,2.2,8,0,62,6.1,sunny,crowdy
2/28/2016,osaka-fu,0,0,3.7,0,6.5,1.6,15.8,5.6,10.5,0,61,9.9,sunny,sunny
2/29/2016,osaka-fu,3,0,6.5,2,14,2.8,12,1.5,8.2,0,63,0.5,crowdy,sunny
3/1/2016,osaka-fu,0,0,5.5,0,10.5,2.7,7.3,0.8,3.3,0,54,6.7,sunny,sunny
3/2/2016,osaka-fu,0,0,5.2,0,10.6,2.2,11.1,1,6.6,0,56,10.9,sunny,sunny
3/3/2016,osaka-fu,0,0,3.8,0,7.2,1.5,14.4,2.6,8.9,0,59,10.9,sunny,sunny
3/4/2016,osaka-fu,0,0,4.4,0,7.6,1.7,18.2,5.7,12.1,0,56,9.7,sunny,crowdy
3/5/2016,osaka-fu,0,0,4.4,0,7.7,1.8,20.3,11.2,15.6,0,56,7.5,sunny,sunny
3/6/2016,osaka-fu,0,0,3.7,0,8.8,1.6,20.8,10.5,16.6,0,63,3.5,crowdy,crowdy
3/7/2016,osaka-fu,0,0,4.4,0,7.7,2.6,20.8,14.7,17.2,0,73,2.1,crowdy,sunny
3/8/2016,osaka-fu,0,0,5.6,0,9.9,2.3,20.2,11.8,15,0,75,4.8,crowdy,crowdy
3/9/2016,osaka-fu,44.5,0,5.9,8.5,10.8,3.8,12.8,6.9,9,0,80,0,rainy,crowdy
3/10/2016,osaka-fu,0,0,4.9,0,8.5,3.2,10.4,5.6,7.4,0,56,2.3,crowdy,crowdy
3/11/2016,osaka-fu,0,0,5.3,0,9.2,3.1,12.2,4.3,7.1,0,55,5.8,sunny,sunny
3/12/2016,osaka-fu,0,0,5.1,0,8.8,2.3,12.3,2.8,7,0,53,10.7,sunny,sunny
3/13/2016,osaka-fu,9.5,0,4.6,3,6.7,2.4,14.3,4.1,8.6,0,61,2.5,crowdy,rainy
3/14/2016,osaka-fu,19.5,0,6,2.5,10.4,3.1,8.4,5.1,6.6,0,80,0,rainy,crowdy
3/15/2016,osaka-fu,0,0,5.6,0,9.3,2.9,13.7,5.5,8.6,0,49,10.3,sunny,sunny
3/16/2016,osaka-fu,0,0,2.9,0,5,1.4,14.9,3.2,8.7,0,55,4.5,crowdy,sunny
